"Diplomanti terciarnega izobraževanja po vrsti izobraževanja in obèini stalnega prebivališèa, Slovenija, letno"

"VRSTA IZOBRAŽEVANJA";"OBÈINE";"2009 Število diplomantov";"2010 Število diplomantov";"2011 Število diplomantov";"2012 Število diplomantov";"2013 Število diplomantov";"2014 Število diplomantov";"2015 Število diplomantov";"2016 Število diplomantov";"2017 Število diplomantov";"2018 Število diplomantov";"2019 Število diplomantov";"2020 Število diplomantov"
"Visokošolsko univerzitetno (prejšnje)";"Vojnik";16;12;25;18;12;11;9;30;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Vransko";3;13;3;4;1;7;2;7;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Vrhnika";51;39;33;35;41;23;9;57;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Vuzenica";9;7;8;12;6;4;2;19;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Zagorje ob Savi";27;44;41;45;36;27;11;42;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Zavrè";1;3;2;-;-;1;-;3;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Zreèe";20;20;17;8;15;7;8;16;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Žalec";43;72;52;54;38;23;15;58;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Železniki";26;29;23;21;18;8;9;17;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Žetale";2;6;4;5;-;2;2;3;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Žiri";26;28;11;13;18;14;8;19;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Žirovnica";10;16;13;13;16;10;4;13;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Žužemberk";14;6;14;8;10;6;4;7;-;-;-;-
"Visokošolsko univerzitetno (prejšnje)";"Stalno bivališèe neznano ali v tujini";70;63;83;57;63;35;14;111;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ajdovšèina";-;2;1;1;-;1;5;2;10;5;10;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Ankaran/Ancarano";-;-;-;-;-;-;-;1;2;-;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Apaèe";-;-;-;-;-;-;-;-;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Beltinci";-;-;-;-;-;-;1;3;4;2;5;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Benedikt";-;-;-;-;-;-;-;1;-;-;1;3
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Bistrica ob Sotli";-;-;-;-;-;-;-;-;-;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Bled";1;-;-;-;-;-;-;4;3;2;2;4
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Bloke";-;-;-;-;-;-;2;1;-;-;1;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Bohinj";-;-;-;-;-;-;2;1;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Borovnica";-;-;1;-;-;-;-;1;2;2;1;6
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Bovec";-;-;-;-;-;-;-;-;1;-;1;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Braslovèe";1;-;-;-;-;-;-;1;-;-;3;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Brda";-;-;-;1;-;1;1;3;2;3;-;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Brezovica";2;1;-;-;-;-;2;2;10;6;2;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Brežice";-;-;1;-;1;1;2;7;9;3;4;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Cankova";-;-;-;-;-;-;3;-;-;1;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Celje";-;2;1;-;-;4;7;19;24;21;13;10
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Cerklje na Gorenjskem";-;-;-;-;-;-;1;3;2;2;5;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Cerknica";-;-;1;-;-;-;2;6;3;1;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Cerkno";-;-;-;-;-;1;-;2;1;3;2;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Cerkvenjak";-;-;-;-;-;-;-;-;1;-;-;-
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Cirkulane";-;-;-;-;-;-;-;-;-;-;-;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Èrenšovci";-;-;-;-;-;-;1;3;2;1;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Èrna na Koroškem";-;-;-;-;-;-;1;-;1;1;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Èrnomelj";1;-;-;-;1;1;4;6;6;5;2;5
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Destrnik";-;-;-;-;-;-;-;-;2;-;2;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Divaèa";-;-;-;-;-;1;1;-;2;1;1;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Dobje";-;-;-;-;-;-;-;-;-;-;-;1
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Dobrepolje";-;-;-;-;-;-;-;3;2;1;-;2
"Magistrsko (2. bolonjska stopnja) - enovito magistrsko";"Dobrna";-;-;-;-;-;-;-;3;-;-;-;-
